customer_id,order_id,order_date,order_amount
51,433,2021-09-01,460.97
51,434,2021-05-10,317.52
51,435,2021-05-02,88.58
51,436,2021-07-04,366.54
51,437,2021-12-13,26.32
52,438,2021-04-21,29.13
52,439,2021-06-13,306.4
52,440,2022-03-14,331.14
52,441,2021-09-17,467.87
52,442,2021-11-22,449.94
52,443,2021-07-09,116.23
52,444,2021-04-22,108.42
53,445,2021-05-30,229.41
53,446,2022-04-09,57.31
53,447,2021-07-31,413.09
53,448,2021-06-26,48.15
53,449,2022-03-04,379.72
53,450,2021-07-04,45.05
53,451,2021-07-15,366.47
53,452,2021-12-06,195.04
53,453,2022-03-28,489.6
53,454,2021-04-24,53.04
53,455,2021-11-26,177.16
53,456,2021-08-28,57.62
53,457,2021-09-14,473.16
53,458,2022-04-08,261.49
53,459,2022-04-07,132.98
54,460,2020-12-25,225.87
54,461,2021-07-31,359.61
54,462,2021-01-01,190.71
54,463,2021-05-13,478.62
54,464,2021-08-07,322.73
54,465,2021-02-19,43.93
54,466,2021-09-04,84.96
54,467,2020-11-06,17.32
54,468,2021-03-10,285.35
54,469,2021-04-27,92.9
54,470,2021-02-03,392.89
54,471,2020-11-16,26.84
54,472,2021-05-11,447.03
55,473,2020-10-27,314.43
55,474,2021-03-22,184.74
55,475,2021-05-23,269.13
55,476,2020-09-21,46.4
55,477,2021-02-27,463.66
55,478,2020-12-05,314.06
55,479,2021-03-25,308.09
55,480,2021-07-10,12.61
55,481,2020-12-04,325.96
55,482,2020-09-15,130.13
55,483,2020-10-18,434.82
55,484,2021-07-10,217.93
55,485,2021-03-01,277.78
56,486,2022-05-29,58.03
56,487,2022-08-20,273.76
56,488,2022-03-18,184.14
56,489,2022-03-22,282.77
56,490,2022-06-05,329.02
56,491,2022-05-08,455.53
56,492,2022-01-09,200.02
57,493,2022-05-25,407.68
57,494,2021-12-02,193.18
57,495,2022-09-22,167.97
57,496,2022-02-05,15.11
57,497,2022-04-23,498.88
57,498,2021-10-15,320.07
57,499,2022-07-27,401.84
57,500,2022-06-20,71.89
57,501,2022-09-03,391.77
57,502,2021-11-28,402.39
57,503,2022-07-03,165.38
57,504,2022-08-24,246.49
58,505,2022-08-22,299.37
58,506,2022-10-21,172.57
58,507,2022-06-20,295.37
58,508,2022-04-22,436.68
58,509,2022-04-07,443.74
58,510,2022-11-08,249.8
58,511,2022-02-18,288.14
58,512,2022-03-12,161.48
58,513,2021-12-31,126.32
58,514,2022-02-04,322.92
58,515,2022-03-31,21.53
58,516,2022-05-20,145.92
58,517,2022-03-20,282.88
58,518,2022-10-02,461.85
59,519,2021-03-23,295.22
59,520,2020-07-13,62.92
59,521,2021-04-08,146.46
59,522,2020-08-19,287.46
59,523,2020-08-06,279.15
59,524,2020-07-20,47.21
59,525,2021-03-02,317.14
59,526,2020-08-20,455.49
59,527,2020-07-20,171.87
59,528,2020-11-10,296.87
59,529,2020-11-28,253.75
59,530,2020-07-15,279.69
59,531,2020-08-19,95.61
59,532,2021-03-23,150.98
59,533,2021-04-05,208.03
60,534,2021-10-08,100.35
60,535,2021-10-22,232.32
60,536,2021-02-01,105.62
60,537,2021-06-28,420.76
60,538,2021-12-23,33.53
60,539,2021-04-11,41.38
60,540,2021-12-09,343.71
60,541,2021-04-04,434.33
60,542,2021-07-25,298.97
60,543,2021-01-29,199.6
60,544,2021-08-04,498.42
61,545,2021-07-09,166.53
61,546,2021-09-04,339.93
61,547,2021-06-27,75.37
61,548,2021-06-28,187.42
61,549,2021-11-11,472.14
61,550,2021-09-16,302.3
61,551,2022-04-01,125.55
61,552,2021-07-06,422.38
61,553,2021-06-26,78.19
61,554,2021-12-30,162.0
62,555,2021-05-27,458.62
62,556,2021-05-19,346.33
62,557,2021-07-27,10.5
62,558,2021-04-16,82.82
62,559,2021-01-24,318.16
63,560,2021-07-13,36.92
63,561,2021-10-17,225.9
63,562,2021-05-23,139.61
63,563,2021-03-23,421.44
63,564,2021-03-28,259.27
63,565,2020-11-21,18.69
63,566,2021-04-18,136.04
63,567,2021-08-20,482.71
64,568,2021-10-31,398.9
64,569,2021-09-15,259.9
64,570,2021-07-25,461.69
64,571,2022-05-27,62.74
64,572,2021-07-31,253.12
64,573,2022-01-25,29.76
64,574,2021-06-24,382.89
64,575,2021-10-30,274.3
64,576,2021-07-11,46.34
64,577,2022-03-29,269.22
64,578,2021-10-09,494.13
64,579,2022-02-21,99.09
64,580,2022-04-14,134.74
64,581,2021-06-30,217.46
65,582,2020-12-14,99.31
65,583,2020-12-01,62.27
65,584,2020-12-03,219.36
65,585,2021-07-10,454.53
65,586,2021-07-22,60.13
65,587,2021-07-19,491.87
65,588,2020-09-30,237.72
65,589,2020-09-18,145.65
65,590,2021-06-19,416.18
65,591,2020-12-22,188.43
65,592,2021-03-22,352.84
66,593,2020-11-19,368.13
66,594,2020-10-25,128.86
66,595,2020-12-21,193.87
66,596,2020-09-01,159.27
66,597,2020-05-03,433.46
66,598,2021-03-31,246.22
66,599,2021-04-03,254.78
66,600,2021-01-18,430.68
66,601,2021-01-19,198.48
66,602,2020-08-01,325.0
66,603,2020-05-07,400.98
66,604,2021-01-27,52.46
66,605,2021-01-06,324.44
66,606,2020-09-16,40.0
66,607,2020-09-01,177.3
67,608,2020-11-18,239.87
67,609,2020-12-27,176.21
67,610,2021-05-01,156.05
67,611,2020-12-12,366.36
67,612,2020-12-26,493.98
67,613,2021-05-30,241.34
67,614,2021-07-10,311.05
68,615,2021-05-23,241.24
69,616,2021-07-08,372.2
70,617,2021-07-19,121.04
70,618,2021-12-22,341.69
70,619,2022-02-27,123.7
70,620,2022-03-02,229.4
70,621,2022-02-22,82.64
70,622,2021-11-11,385.07
70,623,2021-06-21,356.97
70,624,2021-07-09,132.32
71,625,2021-08-20,431.55
71,626,2022-01-26,119.32
71,627,2022-02-10,185.55
71,628,2021-09-16,41.2
71,629,2022-05-08,120.48
71,630,2021-12-26,34.08
71,631,2021-05-31,420.7
72,632,2020-10-04,327.93
72,633,2021-04-26,329.87
72,634,2021-07-10,475.28
72,635,2020-08-09,337.4
72,636,2021-03-19,310.41
72,637,2021-01-23,360.15
72,638,2020-10-09,196.59
73,639,2022-01-02,69.23
74,640,2021-01-23,197.38
74,641,2021-02-06,461.21
74,642,2021-06-16,384.02
74,643,2021-01-19,96.9
74,644,2021-08-15,416.08
74,645,2021-03-06,22.0
74,646,2020-11-11,177.61
74,647,2021-06-14,11.49
74,648,2021-08-29,181.81
75,649,2022-06-14,444.86
75,650,2022-01-29,173.86
75,651,2021-11-20,232.6
75,652,2022-01-22,410.79
75,653,2022-05-01,41.87
75,654,2022-08-15,453.48
75,655,2021-09-22,387.5
75,656,2022-03-23,441.41
75,657,2022-09-05,12.48
75,658,2022-02-10,45.38
75,659,2022-03-29,135.1
75,660,2022-03-30,268.45
75,661,2021-11-02,208.77
76,662,2021-04-19,405.12
76,663,2021-05-25,175.45
76,664,2020-09-30,405.92
76,665,2021-02-13,458.53
76,666,2020-06-03,478.73
76,667,2020-07-14,316.24
76,668,2021-02-10,151.96
76,669,2021-01-19,167.57
76,670,2020-11-23,85.47
76,671,2020-10-27,122.31
76,672,2020-09-16,169.35
76,673,2020-09-30,203.98
77,674,2022-03-24,332.5
77,675,2022-06-18,494.63
77,676,2021-08-03,183.56
77,677,2021-10-19,247.81
77,678,2021-10-12,366.04
77,679,2021-09-06,276.71
77,680,2022-05-19,436.47
77,681,2022-01-16,322.4
77,682,2021-09-19,41.9
77,683,2021-07-20,460.32
77,684,2021-10-09,289.74
77,685,2022-04-03,55.16
77,686,2021-07-20,171.2
77,687,2022-02-10,401.72
78,688,2022-03-26,379.16
78,689,2021-07-26,446.52
78,690,2021-10-21,46.97
78,691,2022-05-13,121.3
78,692,2022-02-05,52.91
78,693,2022-01-08,460.56
78,694,2021-08-12,123.83
78,695,2022-01-20,346.97
78,696,2021-09-16,33.89
79,697,2020-11-22,461.9
79,698,2020-10-25,231.19
79,699,2021-01-22,273.95
80,700,2021-07-31,100.0
80,701,2021-05-06,96.64
80,702,2021-03-10,64.12
80,703,2021-04-26,348.0
80,704,2021-02-18,90.94
80,705,2021-04-03,488.37
80,706,2020-12-29,473.41
80,707,2020-09-11,69.23
80,708,2020-12-08,19.7
81,709,2020-09-05,488.31
82,710,2021-06-06,352.6
82,711,2021-01-16,432.39
82,712,2021-08-16,33.26
82,713,2020-10-30,318.45
82,714,2020-11-25,63.18
82,715,2021-04-24,361.63
82,716,2021-01-28,216.99
82,717,2021-02-06,143.04
82,718,2021-01-09,347.06
82,719,2021-01-20,378.29
82,720,2021-03-01,494.9
83,721,2021-09-28,200.56
84,722,2020-08-24,387.76
84,723,2021-03-25,41.19
84,724,2020-09-17,53.58
84,725,2020-08-15,108.23
84,726,2020-08-27,454.1
84,727,2021-06-05,471.69
84,728,2021-03-24,63.77
84,729,2020-08-05,358.31
84,730,2021-01-21,254.85
84,731,2021-07-23,71.66
85,732,2022-06-09,445.46
85,733,2021-10-30,442.48
85,734,2021-11-06,196.19
85,735,2022-02-01,493.97
85,736,2022-01-20,369.99
85,737,2021-07-26,333.35
85,738,2021-07-09,26.17
85,739,2022-01-18,458.09
85,740,2021-10-06,198.4
85,741,2021-11-22,326.92
85,742,2022-02-06,78.72
86,743,2021-02-28,136.86
86,744,2021-03-20,366.32
86,745,2021-07-22,450.47
86,746,2021-04-17,440.75
86,747,2021-03-01,214.51
86,748,2020-12-29,412.77
86,749,2021-06-24,108.63
86,750,2021-04-09,464.84
86,751,2021-05-28,318.74
86,752,2021-01-31,79.29
86,753,2021-01-03,46.72
86,754,2020-11-29,469.78
86,755,2021-08-16,196.21
86,756,2021-10-01,169.7
87,757,2021-08-26,125.65
87,758,2021-06-30,257.18
87,759,2021-01-11,329.86
87,760,2021-08-25,433.14
87,761,2021-05-23,194.23
87,762,2021-02-02,400.88
87,763,2021-07-17,50.9
88,764,2021-10-24,96.62
88,765,2022-02-19,122.01
88,766,2021-09-19,357.69
89,767,2021-03-10,208.16
89,768,2021-01-08,363.03
89,769,2021-03-02,200.34
89,770,2021-07-04,354.36
89,771,2021-07-02,187.71
89,772,2021-02-07,14.41
89,773,2021-01-06,362.7
89,774,2020-11-06,356.69
89,775,2020-10-22,65.75
89,776,2020-12-18,391.55
90,777,2021-07-14,256.15
90,778,2022-05-25,165.35
90,779,2021-06-30,35.81
90,780,2022-01-21,137.25
90,781,2021-07-04,93.29
90,782,2021-07-07,417.29
90,783,2022-02-24,443.92
90,784,2021-09-16,154.26
90,785,2021-09-09,353.26
91,786,2021-04-25,192.51
91,787,2021-04-29,12.0
91,788,2021-05-08,438.39
91,789,2021-01-14,179.93
91,790,2020-12-27,72.01
91,791,2021-03-12,198.76
91,792,2021-03-04,189.17
91,793,2021-06-20,298.04
91,794,2021-10-25,492.8
91,795,2021-06-07,272.52
91,796,2021-10-21,10.49
92,797,2021-11-27,171.03
92,798,2021-02-13,114.23
92,799,2021-02-24,457.79
93,800,2021-01-30,73.86
94,801,2021-10-12,217.45
94,802,2021-11-25,214.64
94,803,2021-08-17,74.32
94,804,2021-04-01,159.8
94,805,2021-01-03,365.81
94,806,2021-10-18,283.83
94,807,2021-12-16,466.62
94,808,2021-08-12,152.22
94,809,2021-03-15,239.3
95,810,2021-01-01,261.89
96,811,2021-07-15,346.56
96,812,2021-06-26,83.58
96,813,2022-03-30,434.61
96,814,2021-11-05,340.23
96,815,2021-08-29,313.31
96,816,2022-04-02,473.4
96,817,2021-10-15,324.54
96,818,2021-10-06,214.2
96,819,2022-02-08,168.87
96,820,2021-12-29,423.53
96,821,2021-12-09,95.82
96,822,2021-11-13,185.05
96,823,2021-09-01,136.84
97,824,2022-07-22,73.5
97,825,2022-11-08,328.21
97,826,2022-02-25,195.9
98,827,2020-11-28,340.87
98,828,2021-01-19,461.28
98,829,2020-07-19,186.18
98,830,2020-12-07,164.48
98,831,2020-06-04,441.67
98,832,2021-02-01,380.54
98,833,2021-05-03,469.27
98,834,2021-03-30,442.6
98,835,2021-03-31,400.42
98,836,2021-03-13,109.62
99,837,2020-06-23,119.75
99,838,2020-12-05,185.85
100,839,2021-03-25,162.42
100,840,2021-07-09,82.29
100,841,2020-12-26,222.15
100,842,2021-01-23,345.59
100,843,2021-07-12,240.56
100,844,2021-09-23,67.58
101,845,2021-11-07,142.0
101,846,2021-03-06,45.12
101,847,2021-03-21,355.71
101,848,2021-09-15,240.27
101,849,2021-07-27,161.04
101,850,2021-03-02,244.01
102,851,2021-09-21,206.38
102,852,2020-10-21,289.17
102,853,2020-09-28,197.86
102,854,2021-05-09,175.23
102,855,2021-01-16,443.22
102,856,2021-02-22,154.92
102,857,2021-04-23,446.54
102,858,2021-04-19,425.31
103,859,2020-09-14,312.57
103,860,2020-07-07,329.44
103,861,2020-06-18,180.11
103,862,2020-09-26,477.47
103,863,2020-04-14,353.53
103,864,2021-02-05,174.72
103,865,2021-01-02,83.4
103,866,2020-09-09,188.93
103,867,2020-06-18,489.46
103,868,2020-11-02,276.9
103,869,2020-03-19,448.92
103,870,2020-06-03,419.33
103,871,2020-07-18,438.59
103,872,2020-04-08,414.77
104,873,2022-01-31,388.66
104,874,2022-03-13,331.78
104,875,2021-06-09,98.33
104,876,2021-05-13,218.2
104,877,2022-02-25,298.1
104,878,2021-12-24,66.15
104,879,2022-04-06,109.36
104,880,2021-09-21,246.58
104,881,2021-06-03,480.19
104,882,2022-02-05,374.59
104,883,2021-09-27,267.67
104,884,2022-04-08,224.97
105,885,2021-05-25,186.89
106,886,2021-09-23,53.15
106,887,2021-08-12,325.31
106,888,2022-01-11,38.98
106,889,2021-07-16,248.66
106,890,2021-05-07,338.9
106,891,2021-02-09,400.96
106,892,2021-12-11,327.57
106,893,2021-02-12,480.33
106,894,2021-04-22,148.41
106,895,2021-05-20,145.19
106,896,2021-09-14,372.53
106,897,2021-11-20,46.81
106,898,2021-10-19,424.25
106,899,2021-05-30,112.42
107,900,2021-08-23,356.33
107,901,2021-04-29,387.57
107,902,2021-08-17,138.41
107,903,2021-01-02,167.38
107,904,2021-04-13,102.52
107,905,2020-12-25,175.82
107,906,2021-04-09,455.99
107,907,2021-03-05,342.69
107,908,2021-02-06,205.06
107,909,2020-12-07,388.15
107,910,2021-03-30,452.47
107,911,2021-06-25,213.18
107,912,2021-04-13,295.04
107,913,2021-02-20,207.14
107,914,2020-11-18,297.53
108,915,2021-06-16,273.73
108,916,2021-02-07,164.79
108,917,2021-05-07,310.44
108,918,2021-07-31,345.9
108,919,2021-07-31,164.15
108,920,2021-05-27,216.35
108,921,2020-12-24,119.55
108,922,2021-01-18,271.95
108,923,2021-09-17,275.69
108,924,2021-06-30,491.58
108,925,2021-03-30,310.86
108,926,2021-02-07,67.55
108,927,2021-11-07,280.32
108,928,2021-07-18,217.3
109,929,2020-11-05,356.82
109,930,2021-04-05,133.96
